"ilce","yil","sandik","secmen","oykullanan","gecerlioy","il"
"Borçka",1995,82,17478,13366,13184,8
"Borçka",1991,67,18386,14337,14006,8
"Hopa",2011,101,23134,19989,19689,8
"Hopa",2007,81,19385,16294,16033,8
"Hopa",2002,84,21387,16720,16323,8
"Hopa",1999,99,19726,16851,16231,8
"Hopa",1995,72,19918,16065,15794,8
"Hopa",1991,66,19067,15267,14959,8
"Murgul",2011,22,4434,4002,3936,8
"Murgul",2007,21,4469,3685,3618,8
"Murgul",2002,29,6123,4498,4383,8
"Murgul",1999,41,5793,5105,4897,8
"Murgul",1995,31,6950,5025,4934,8
"Murgul",1991,25,7785,5808,5738,8
"Şavşat",2011,98,15020,12616,12216,8
"Şavşat",2007,95,17115,14013,13726,8
"Şavşat",2002,112,19685,14787,14343,8
"Şavşat",1999,112,19015,16101,15366,8
"Şavşat",1995,101,20253,16506,16158,8
"Şavşat",1991,103,23915,18461,17812,8
"Yusufeli",2011,120,16754,14596,14232,8
"Yusufeli",2007,113,17822,15640,15445,8
"Yusufeli",2002,135,20041,16346,15997,8
"Yusufeli",1999,134,19437,16989,16288,8
"Yusufeli",1995,120,20970,17286,16915,8
"Yusufeli",1991,108,21897,18019,17367,8
"Merkez",2011,664,180848,159803,156737,9
"Merkez",2007,504,150398,131827,129271,9
"Merkez",2002,527,139695,118527,109378,9
"Merkez",1999,689,127525,114879,110420,9
"Merkez",1995,425,116911,105602,102246,9
"Merkez",1991,349,99379,88425,85570,9
"Bozdoğan",2011,119,26850,24359,23572,9
"Bozdoğan",2007,103,26317,24462,23859,9
"Bozdoğan",2002,115,25519,23133,21861,9
"Bozdoğan",1999,142,25062,23841,22898,9
"Bozdoğan",1995,110,24662,23004,22154,9
"Bozdoğan",1991,90,23557,22149,21328,9
"Buharkent",2011,38,9168,8507,8225,9
"Buharkent",2007,30,8565,7875,7634,9
"Buharkent",2002,44,8527,7725,7236,9
"Buharkent",1999,44,8242,7756,7413,9
"Buharkent",1995,31,7730,7198,6967,9
"Buharkent",1991,24,6859,6432,6208,9
"Çine",2011,182,40909,37787,36778,9
"Çine",2007,162,39719,37083,36175,9
"Çine",2002,173,39311,36065,34250,9
"Çine",1999,219,38375,36480,34988,9
"Çine",1995,162,37442,35451,34494,9
"Çine",1991,136,37109,34888,33752,9
"Didim (Yenihisar)",2011,145,40056,33366,32553,9
"Didim (Yenihisar)",2007,99,29413,24820,24273,9
"Didim (Yenihisar)",2002,85,21692,15647,14648,9
"Didim (Yenihisar)",1999,100,19935,16656,15957,9
"Didim (Yenihisar)",1995,51,15976,12194,11772,9
"Didim (Yenihisar)",1991,39,11743,8351,8078,9
"Germencik",2011,128,31009,28397,27622,9
"Germencik",2007,107,29799,26970,26441,9
"Germencik",2002,124,30777,26364,24105,9
"Germencik",1999,151,28629,26402,25235,9
"Germencik",1995,109,27107,24877,24082,9
"Germencik",1991,91,26060,23441,22738,9
"İncirliova",2011,121,31105,27408,26696,9
"İncirliova",2007,93,28044,24694,24073,9
"İncirliova",2002,98,26622,23451,21236,9
"İncirliova",1999,117,25112,23326,22388,9
"İncirliova",1995,81,24090,21982,21266,9
"İncirliova",1991,75,21822,19620,18843,9
"Karacasu",2011,70,15422,13776,13328,9
"Karacasu",2007,70,15004,13958,13628,9
"Karacasu",2002,74,15853,14097,13321,9
"Karacasu",1999,89,15220,14423,13835,9
"Karacasu",1995,70,14788,13703,13231,9
"Karacasu",1991,56,14219,13037,12427,9
"Karpuzlu",2011,44,9547,8696,8399,9
"Karpuzlu",2007,36,9775,8997,8810,9
"Karpuzlu",2002,43,9806,8984,8527,9
"Karpuzlu",1999,57,9763,9331,8955,9
"Karpuzlu",1995,42,9678,9184,8942,9
"Karpuzlu",1991,37,9923,9434,9072,9
"Koçarlı",2011,91,19515,17635,17266,9
"Koçarlı",2007,87,21159,19086,18740,9
"Koçarlı",2002,99,20836,18771,17848,9
"Koçarlı",1999,113,20438,19323,18737,9
"Koçarlı",1995,96,20245,18718,18303,9
"Koçarlı",1991,82,20697,18841,18295,9
"Köşk",2011,80,19780,18034,17630,9
"Köşk",2007,64,18094,16811,16515,9
"Köşk",2002,73,17097,15674,14684,9
"Köşk",1999,89,16432,15457,14731,9
"Köşk",1995,64,15500,14661,14108,9
"Köşk",1991,51,13554,12787,12270,9
"Kuşadası",2011,222,62335,52982,51991,9
"Kuşadası",2007,164,48964,40511,39490,9
"Kuşadası",2002,166,43590,31200,29336,9
"Kuşadası",1999,220,39900,34145,32825,9
"Kuşadası",1995,105,30298,23771,22993,9
"Kuşadası",1991,80,25257,18526,17907,9
"Kuyucak",2011,101,22583,20022,19390,9
"Kuyucak",2007,88,21260,19363,18788,9
"Kuyucak",2002,99,21038,18750,17545,9
"Kuyucak",1999,114,20481,19357,18589,9
"Kuyucak",1995,82,19824,18519,17951,9
"Kuyucak",1991,69,18678,17449,16808,9
"Nazilli",2011,411,109036,97051,94641,9
"Nazilli",2007,329,94953,84968,82719,9
"Nazilli",2002,362,94051,80374,75725,9
"Nazilli",1999,475,87741,80078,76225,9
"Nazilli",1995,328,83876,75788,72917,9
"Nazilli",1991,269,74746,67660,64962,9
"Söke",2011,315,83476,73809,72000,9
"Söke",2007,252,72719,63341,61681,9
"Söke",2002,286,73895,61753,58051,9
"Söke",1999,374,68417,61421,58744,9
"Söke",1995,233,64205,56561,54411,9
"Söke",1991,188,55871,49004,47347,9
"Sultanhisar",2011,70,16236,14662,14227,9
"Sultanhisar",2007,56,15281,14032,13636,9
"Sultanhisar",2002,66,15362,13671,12562,9
"Sultanhisar",1999,77,14772,13894,13209,9
"Sultanhisar",1995,64,14682,13668,13103,9
"Sultanhisar",1991,50,14187,13121,12569,9
"Yenipazar",2011,48,10453,9732,9486,9
"Yenipazar",2007,45,10285,9623,9380,9
"Yenipazar",2002,52,11176,9811,9150,9
"Yenipazar",1999,59,10590,9913,9585,9
"Yenipazar",1995,49,10676,9888,9574,9
"Yenipazar",1991,40,10405,9502,9143,9
"Merkez",2011,900,240307,216958,213375,10
"Merkez",2007,735,213573,187521,182432,10
"Merkez",2002,801,209555,171909,165205,10
"Merkez",1999,1000,188131,168406,164053,10
"Merkez",1995,662,178469,159917,156059,10
"Merkez",1991,493,156990,137739,134759,10
"Ayvalık",2011,180,48743,42867,41944,10
"Ayvalık",2007,147,42668,37002,35540,10
"Ayvalık",2002,146,40235,31518,29493,10
"Ayvalık",1999,199,37255,32497,30998,10
"Ayvalık",1995,129,34904,29725,28773,10
"Ayvalık",1991,101,30497,25804,25162,10
"Balya",2011,68,12326,11380,11022,10
"Balya",2007,63,13105,12275,12039,10
"Balya",2002,70,14107,12615,12150,10
"Balya",1999,84,15209,14465,14045,10
"Balya",1995,73,15467,14437,14177,10
"Balya",1991,64,16096,15055,14624,10
"Bandırma",2011,387,103905,91855,90206,10
"Bandırma",2007,306,89509,78324,76176,10
"Bandırma",2002,334,89979,74709,71422,10
"Bandırma",1999,440,80685,72677,70461,10
"Bandırma",1995,265,77305,68957,67563,10
"Bandırma",1991,193,68304,59858,59032,10
"Bigadiç",2011,168,37853,35027,34116,10
"Bigadiç",2007,146,37757,34406,33580,10
"Bigadiç",2002,153,38339,33732,32678,10
"Bigadiç",1999,204,36800,34388,33366,10
"Bigadiç",1995,137,36472,33783,32926,10
"Bigadiç",1991,134,33974,30800,29932,10
"Burhaniye",2011,153,38476,33988,33179,10
"Burhaniye",2007,119,32425,28690,27802,10
"Burhaniye",2002,118,29895,25231,23757,10
"Burhaniye",1999,149,26937,24218,23259,10
"Burhaniye",1995,90,24833,22291,21555,10
"Burhaniye",1991,73,21574,19135,18634,10
"Dursunbey",2011,181,32590,30311,29608,10
"Dursunbey",2007,163,32745,30504,29916,10
"Dursunbey",2002,188,34024,30792,29862,10
"Dursunbey",1999,213,33541,31585,30562,10
"Dursunbey",1995,174,34164,31517,30687,10
"Dursunbey",1991,153,32526,30286,29193,10
"Edremit",2011,332,91109,80087,78222,10
"Edremit",2007,254,76823,63055,61002,10
"Edremit",2002,242,67380,51436,48623,10
"Edremit",1999,319,58402,49893,48084,10
"Edremit",1995,178,48669,42309,40966,10
"Edremit",1991,123,39419,34225,33422,10
"Erdek",2011,105,25972,22797,22335,10
"Erdek",2007,86,24294,21564,20989,10
"Erdek",2002,87,22598,18613,17608,10
"Erdek",1999,114,20893,18900,18131,10
"Erdek",1995,70,18918,16755,16152,10
"Erdek",1991,62,17807,14843,14537,10
"Gömeç",2011,35,8864,7948,7763,10
"Gömeç",2007,30,9041,7906,7724,10
"Gömeç",2002,37,8785,7167,6875,10
"Gömeç",1999,46,8325,7460,7163,10
"Gömeç",1995,26,6931,6297,6123,10
"Gömeç",1991,28,7434,6706,6529,10
"Gönen",2011,246,56617,51711,50316,10
"Gönen",2007,214,53108,48405,47209,10
"Gönen",2002,227,52214,46725,44412,10
"Gönen",1999,272,50607,47339,45746,10
"Gönen",1995,219,48638,44883,43867,10
"Gönen",1991,177,44067,40957,39927,10
"Havran",2011,90,20408,18991,18511,10
"Havran",2007,71,18647,17344,16870,10
"Havran",2002,78,18823,17065,16275,10
"Havran",1999,102,18223,17255,16673,10
"Havran",1995,74,18035,16995,16513,10
"Havran",1991,58,17387,16241,15761,10
"İvrindi",2011,130,27872,25981,25281,10
"İvrindi",2007,118,29448,27341,26771,10
"İvrindi",2002,144,30359,26664,25907,10
"İvrindi",1999,156,28452,26973,26267,10
"İvrindi",1995,122,28098,26077,25453,10
"İvrindi",1991,101,26714,24881,24031,10
"Kepsut",2011,105,19468,18319,17831,10
"Kepsut",2007,92,19434,18297,17895,10
"Kepsut",2002,103,21096,19243,18627,10
"Kepsut",1999,116,20866,19704,19055,10
"Kepsut",1995,93,21414,20095,19586,10
"Kepsut",1991,89,20506,19095,18540,10
"Manyas",2011,85,17695,16057,15730,10
"Manyas",2007,81,18443,16568,16140,10
"Manyas",2002,93,19207,16900,16063,10
"Manyas",1999,119,19191,17980,17415,10
"Manyas",1995,95,19928,18246,17884,10
"Manyas",1991,80,20141,18122,17653,10
"Marmara",2011,29,6358,5483,5379,10
"Marmara",2007,24,6894,5894,5749,10
"Marmara",2002,25,6451,4785,4598,10
"Marmara",1999,34,6154,5138,4983,10
"Marmara",1995,23,6106,4605,4510,10
"Marmara",1991,23,6331,4439,4369,10
"Savaştepe",2011,81,15136,13876,13516,10
"Savaştepe",2007,76,14836,13537,13202,10
"Savaştepe",2002,78,15350,13449,12867,10
"Savaştepe",1999,81,15184,14240,13839,10
"Savaştepe",1995,67,15576,14184,13835,10
"Savaştepe",1991,63,15136,13732,13344,10
"Sındırgı",2011,147,31033,28858,27922,10
"Sındırgı",2007,133,33695,30973,30225,10
"Sındırgı",2002,160,36278,32103,30758,10
"Sındırgı",1999,202,36266,34017,32665,10
"Sındırgı",1995,157,36505,34222,33229,10
"Sındırgı",1991,127,34709,32708,31573,10
"Susurluk",2011,138,32007,28916,28273,10
"Susurluk",2007,126,31249,28238,27375,10
"Susurluk",2002,132,31782,28092,26516,10
"Susurluk",1999,163,30394,28439,27374,10
"Susurluk",1995,115,30308,28097,27445,10
"Susurluk",1991,107,29849,27027,26390,10
"Merkez",2011,181,42424,38437,37793,11
"Merkez",2007,142,34577,31937,31396,11
"Merkez",2002,153,32860,28993,28247,11
"Merkez",1999,171,29769,27387,26351,11
"Merkez",1995,131,28533,25842,25286,11
"Merkez",1991,104,25613,23179,22650,11
"Bozüyük",2011,206,47693,44472,43551,11
"Bozüyük",2007,168,39825,37179,36622,11
"Bozüyük",2002,169,37888,34062,32919,11
"Bozüyük",1999,202,35062,32706,31283,11
"Bozüyük",1995,139,32132,29403,28767,11
"Bozüyük",1991,110,26880,24577,24097,11
"Gölpazarı",2011,66,8907,8084,7882,11
"Gölpazarı",2007,66,9843,8754,8576,11
"Gölpazarı",2002,77,10351,9268,9020,11
"Gölpazarı",1999,83,10177,9575,9140,11
"Gölpazarı",1995,73,10386,9570,9313,11
"Gölpazarı",1991,69,10746,9864,9557,11
"İnhisar",2011,16,2598,2362,2276,11
"İnhisar",2007,16,3181,2902,2836,11
"İnhisar",2002,20,3813,3410,3280,11
"İnhisar",1999,27,3991,3806,3644,11
"İnhisar",1995,20,3990,3705,3606,11
"İnhisar",1991,20,5062,4607,4451,11
"Osmaneli",2011,75,15345,14320,14005,11
"Osmaneli",2007,67,14371,13449,13225,11
"Osmaneli",2002,72,14086,12965,12632,11
"Osmaneli",1999,79,13171,12401,11904,11
"Osmaneli",1995,58,12447,11648,11426,11
"Osmaneli",1991,43,11179,10319,9979,11
"Pazaryeri",2011,50,9099,8244,8026,11
"Pazaryeri",2007,45,9318,8724,8577,11
"Pazaryeri",2002,52,10178,9172,8891,11
"Pazaryeri",1999,63,9861,9342,8909,11
"Pazaryeri",1995,51,10690,9836,9570,11
"Pazaryeri",1991,45,10677,9826,9548,11
"Söğüt",2011,63,13693,12672,12361,11
"Söğüt",2007,57,12966,12250,12069,11
"Söğüt",2002,60,13116,11960,11568,11
"Söğüt",1999,73,12326,11674,11185,11
"Söğüt",1995,58,12332,11455,11247,11
"Söğüt",1991,42,11186,10175,9907,11
"Yenipazar",2011,28,3030,2782,2710,11
"Yenipazar",2007,27,3504,3147,3087,11
"Yenipazar",2002,28,3898,3453,3377,11
"Yenipazar",1999,30,3881,3638,3510,11
"Yenipazar",1995,29,3944,3645,3571,11
"Yenipazar",1991,28,4052,3809,3686,11
"Merkez",2011,356,85548,72295,70047,12
"Merkez",2007,258,66338,55187,53591,12
"Merkez",2002,261,59844,47079,44993,12
"Merkez",1999,313,53099,44394,39860,12
"Merkez",1995,250,50581,40517,38399,12
"Merkez",1991,180,39304,32798,31229,12
"Adaklı",2011,47,6272,5003,4898,12
"Adaklı",2007,40,6472,5226,5163,12
"Adaklı",2002,45,6702,4177,3702,12
"Adaklı",1999,61,6155,4834,4586,12
"Adaklı",1995,55,6552,4318,4164,12
"Adaklı",1991,61,8769,6926,6758,12
"Genç",2011,123,22378,18802,18359,12
"Genç",2007,108,21896,19455,19124,12
"Genç",2002,103,18061,15443,14892,12
"Genç",1999,116,16124,14116,13374,12
"Genç",1995,100,14934,11801,11382,12
"Genç",1991,101,17070,15168,14840,12
"Karlıova",2011,85,17842,14277,13590,12
"Karlıova",2007,69,15893,13062,12540,12
"Karlıova",2002,69,13223,10456,9872,12
"Karlıova",1999,95,12059,10213,9417,12
"Karlıova",1995,77,12392,9984,9463,12
"Karlıova",1991,58,11960,9656,9125,12
"Kiğı",2011,34,3553,2765,2698,12
"Kiğı",2007,28,3316,2474,2413,12
"Kiğı",2002,29,3129,2258,2170,12
"Kiğı",1999,25,2838,2215,2046,12
"Kiğı",1995,30,3654,2122,2018,12
"Kiğı",1991,43,5556,4240,4150,12
"Solhan",2011,84,19390,14541,14079,12
"Solhan",2007,72,16478,14574,14349,12
"Solhan",2002,69,14385,11449,10746,12
"Solhan",1999,83,14041,12351,11460,12
"Solhan",1995,54,11942,10719,10283,12
"Solhan",1991,53,11076,9880,9232,12
"Yayladere",2011,23,1144,870,848,12
"Yayladere",2007,20,1378,873,847,12
"Yayladere",2002,20,1456,755,726,12
"Yayladere",1999,17,1170,767,717,12
"Yayladere",1995,17,1204,592,573,12
"Yayladere",1991,24,2432,1648,1580,12
"Yedisu",2011,17,2044,1735,1701,12
"Yedisu",2007,17,2115,1637,1602,12
"Yedisu",2002,18,2240,1594,1482,12
"Yedisu",1999,19,1788,1477,1385,12
"Yedisu",1995,18,1934,1212,1181,12
"Yedisu",1991,34,4097,3184,3114,12
"Merkez",2011,196,37125,31002,29932,13
"Merkez",2007,156,27331,22919,22280,13
"Merkez",2002,153,27581,21287,20018,13
"Merkez",1999,156,24003,20509,18596,13
"Merkez",1995,130,23526,18368,16794,13
"Merkez",1991,128,23685,19063,18092,13
"Adilcevaz",2011,85,17280,13919,13632,13
"Adilcevaz",2007,68,15028,12766,12565,13
"Adilcevaz",2002,79,13653,11218,10961,13
"Adilcevaz",1999,79,12733,11114,10490,13
"Adilcevaz",1995,67,10983,8853,8501,13
"Adilcevaz",1991,55,10015,8294,7969,13
"Ahlat",2011,90,19663,16852,16285,13
"Ahlat",2007,72,16312,14562,14312,13
"Ahlat",2002,91,14763,12501,12141,13
"Ahlat",1999,90,13822,12333,11909,13
"Ahlat",1995,67,11882,9795,9462,13
"Ahlat",1991,49,11109,9797,9530,13
"Güroymak",2011,100,22297,19094,18639,13
"Güroymak",2007,81,16791,14225,13831,13
"Güroymak",2002,83,16242,12640,12079,13
"Güroymak",1999,73,13470,11727,10813,13
"Güroymak",1995,60,10923,9342,8824,13
"Güroymak",1991,45,8850,7797,7491,13
"Hizan",2011,118,19668,16312,15932,13
"Hizan",2007,106,16778,13929,13650,13
"Hizan",2002,120,16197,13311,12693,13
"Hizan",1999,116,14923,13261,12767,13
"Hizan",1995,101,13816,11021,10662,13
"Hizan",1991,101,13398,12072,11500,13
"Mutki",2011,93,16635,14651,14375,13
"Mutki",2007,81,14150,13148,12974,13
"Mutki",2002,85,12901,11102,10791,13
"Mutki",1999,81,12140,10996,10576,13
"Mutki",1995,69,9786,8150,7824,13
"Mutki",1991,67,10509,9098,8666,13
"Tatvan",2011,191,43929,38024,36982,13
"Tatvan",2007,140,32223,26687,25978,13
"Tatvan",2002,154,34096,25127,23734,13
"Tatvan",1999,148,26176,21922,20364,13
"Tatvan",1995,112,26433,19460,18226,13
"Tatvan",1991,108,24535,20189,18912,13
"Merkez",2011,475,115619,104636,103026,14
"Merkez",2007,370,97894,88453,87062,14
"Merkez",2002,394,93190,79913,77972,14
"Merkez",1999,468,83313,76398,71170,14
"Merkez",1995,319,79812,71888,70466,14
"Merkez",1991,277,64393,60913,59705,14
"Akçakoca",1999,137,23649,21762,20927,14
"Akçakoca",1995,98,22422,20280,19874,14
"Akçakoca",1991,86,19144,18147,17820,14
"Cumayeri",1999,44,7598,7012,6734,14
"Cumayeri",1995,33,7178,6320,6189,14
"Cumayeri",1991,59,13406,12773,12546,14
"Çilimli",1999,58,9898,9294,8931,14
"Çilimli",1995,44,10149,9111,8902,14
"Çilimli",1991,39,8773,8599,8412,14
"Dörtdivan",2011,36,5309,4719,4655,14
"Dörtdivan",2007,37,6440,5380,5303,14
"Dörtdivan",2002,40,7264,5976,5883,14
"Dörtdivan",1999,44,7426,6775,6332,14
"Dörtdivan",1995,40,7940,7071,6925,14
"Dörtdivan",1991,38,7465,7139,6941,14
"Düzce",1999,596,107020,97455,93061,14
"Düzce",1995,407,100825,89609,87291,14
"Düzce",1991,364,86166,81342,79797,14
"Gerede",2011,156,25739,22994,22720,14
"Gerede",2007,142,24587,22295,22088,14
"Gerede",2002,150,24789,21485,21176,14
"Gerede",1999,160,23699,21994,21085,14
"Gerede",1995,135,23752,21352,20996,14
"Gerede",1991,128,20837,20073,19448,14
"Gölyaka",1999,73,12548,11603,10931,14
"Gölyaka",1995,47,12203,10679,10471,14
"Gölyaka",1991,42,10306,9918,9680,14
"Göynük",2011,82,12554,11458,11191,14
"Göynük",2007,79,12338,11344,11112,14
"Göynük",2002,84,12615,11387,11129,14
"Göynük",1999,86,12252,11568,11101,14
"Göynük",1995,80,12638,11809,11562,14
"Göynük",1991,75,12660,12307,11920,14
"Gümüşova",1999,48,8969,8229,7823,14
"Gümüşova",1995,39,8830,7542,7404,14
"Kıbrıscık",2011,26,2864,2574,2521,14
"Kıbrıscık",2007,27,3352,2895,2840,14
"Kıbrıscık",2002,27,3607,3095,3006,14
"Kıbrıscık",1999,29,3695,3419,3266,14
"Kıbrıscık",1995,26,3843,3438,3368,14
"Kıbrıscık",1991,25,3844,3648,3548,14
"Mengen",2011,81,11325,9436,9199,14
"Mengen",2007,78,11470,9476,9267,14
"Mengen",2002,81,11295,9136,8786,14
"Mengen",1999,89,11458,10563,9890,14
"Mengen",1995,76,11315,9474,9295,14
"Mengen",1991,69,10245,9558,9306,14
"Mudurnu",2011,94,16022,14695,14323,14
"Mudurnu",2007,98,16975,15637,15399,14
"Mudurnu",2002,103,17760,16278,15836,14
"Mudurnu",1999,114,17532,16560,15979,14
"Mudurnu",1995,97,18003,16783,16459,14
"Mudurnu",1991,89,17083,16708,16294,14
"Seben",2011,39,5081,4516,4410,14
"Seben",2007,39,5698,5151,5083,14
"Seben",2002,39,6155,5474,5338,14
"Seben",1999,44,6248,5893,5666,14
"Seben",1995,39,6559,5998,5897,14
"Seben",1991,40,6568,6285,6157,14
"Yeniçağa",2011,30,5888,5125,4995,14
"Yeniçağa",2007,29,6309,5488,5407,14
"Yeniçağa",2002,30,6633,5597,5459,14
"Yeniçağa",1999,36,6401,5827,5548,14
"Yeniçağa",1995,29,6484,5781,5659,14
"Yeniçağa",1991,28,6065,5740,5639,14
"Yığılca",1999,78,12782,11903,11134,14
"Yığılca",1995,60,12755,11631,11285,14
"Yığılca",1991,52,11161,10644,10192,14
"Merkez",2011,282,69392,64002,62533,15
"Merkez",2007,233,62919,57800,56608,15
"Merkez",2002,259,61228,54036,52011,15
"Merkez",1999,330,57956,54193,51685,15
"Merkez",1995,232,56144,51339,49933,15
"Merkez",1991,178,49102,44667,43444,15
"Ağlasun",2011,31,7013,6552,6327,15
"Ağlasun",2007,31,7583,7044,6844,15
"Ağlasun",2002,34,7540,6943,6674,15
"Ağlasun",1999,40,7623,7235,6836,15
"Ağlasun",1995,31,7035,6629,6329,15
"Ağlasun",1991,30,6774,6340,6069,15
"Altınyayla",2011,20,4320,3876,3735,15
"Altınyayla",2007,17,4611,4252,4170,15
"Altınyayla",2002,23,5143,4511,4401,15
"Altınyayla",1999,27,5014,4778,4594,15
"Altınyayla",1995,23,4870,4330,4180,15
"Altınyayla",1991,26,7422,6429,6161,15
"Bucak",2011,192,43822,40559,39449,15
"Bucak",2007,158,38376,35862,35003,15
"Bucak",2002,168,37205,33921,32716,15
"Bucak",1999,202,35280,33534,32120,15
"Bucak",1995,134,33035,30911,29714,15
"Bucak",1991,113,30359,27911,27023,15
"Çavdır",2011,46,9617,8574,8265,15
"Çavdır",2007,41,9757,8816,8621,15
"Çavdır",2002,48,10068,8490,8186,15
"Çavdır",1999,55,9880,9448,9019,15
"Çavdır",1995,41,9651,8504,8274,15
"Çavdır",1991,38,10021,8151,7899,15
"Çeltikçi",2011,21,4832,4485,4243,15
"Çeltikçi",2007,20,5035,4687,4519,15
"Çeltikçi",2002,22,5167,4758,4496,15
"Çeltikçi",1999,28,5033,4850,4555,15
"Çeltikçi",1995,21,5071,4722,4579,15
"Çeltikçi",1991,26,6071,5755,5507,15
"Gölhisar",2011,69,15735,14150,13810,15
"Gölhisar",2007,57,14419,13177,12884,15
"Gölhisar",2002,61,14051,12495,12022,15
"Gölhisar",1999,79,13466,12693,12009,15
"Gölhisar",1995,57,12763,11572,11282,15
"Gölhisar",1991,31,8655,7576,7310,15
"Karamanlı",2011,32,6322,5780,5595,15
"Karamanlı",2007,29,5942,5431,5281,15
"Karamanlı",2002,32,6232,5551,5208,15
"Karamanlı",1999,38,6224,5882,5530,15
"Karamanlı",1995,30,6313,5777,5618,15
"Karamanlı",1991,28,6459,5865,5711,15
"Kemer",2011,16,3200,2830,2753,15
"Kemer",2007,13,3188,2980,2901,15
"Kemer",2002,17,3365,3085,3017,15
"Kemer",1999,20,3257,3114,3002,15
"Kemer",1995,17,3383,3172,3094,15
"Kemer",1991,14,3419,3174,3050,15
"Tefenni",2011,39,7891,7091,6907,15
"Tefenni",2007,39,8195,7284,7128,15
"Tefenni",2002,44,8946,7573,7300,15
"Tefenni",1999,52,9029,8494,8119,15
"Tefenni",1995,43,9056,7981,7760,15
"Tefenni",1991,35,8836,7821,7565,15
"Yeşilova",2011,70,14326,12755,12404,15
"Yeşilova",2007,66,14239,13289,12972,15
"Yeşilova",2002,77,14904,13571,13033,15
"Yeşilova",1999,91,14721,14075,13477,15
"Yeşilova",1995,71,15016,13745,13394,15
"Yeşilova",1991,65,15716,14345,13976,15
"Nilüfer",2011,776,221697,198530,195788,16
"Nilüfer",2007,490,150748,134154,130494,16
"Nilüfer",2002,405,112504,91732,87745,16
"Nilüfer",1999,523,91482,81758,78628,16
"Nilüfer",1995,229,60805,54640,52611,16
"Nilüfer",1991,116,32959,30431,29306,16
"Osmangazi",2011,1949,562375,500727,491291,16
"Osmangazi",2007,1462,450981,399042,385275,16
"Osmangazi",2002,1500,430298,356918,338631,16
"Osmangazi",1999,1985,396096,354542,341331,16
"Osmangazi",1995,1277,367115,325528,312808,16
"Osmangazi",1991,994,297784,260781,256034,16
"Yıldırım",2011,1467,431013,380970,373785,16
"Yıldırım",2007,1076,333066,292105,282985,16
"Yıldırım",2002,1074,309774,251955,240273,16
"Yıldırım",1999,1364,275680,242943,232001,16
"Yıldırım",1995,897,247893,213531,203676,16
"Yıldırım",1991,586,179201,154138,148715,16
"Büyükorhan",2011,56,9516,8536,8200,16
"Büyükorhan",2007,55,10601,9686,9466,16
"Büyükorhan",2002,64,11158,9588,9194,16
"Büyükorhan",1999,64,10811,10095,9469,16
"Büyükorhan",1995,56,10802,9752,9344,16
"Büyükorhan",1991,52,10596,9691,9120,16
"Gemlik",2011,269,72727,63929,62784,16
"Gemlik",2007,225,68125,55743,54039,16
"Gemlik",2002,257,66346,51243,48942,16
"Gemlik",1999,323,58266,50637,48446,16
"Gemlik",1995,188,50444,42992,41750,16
